Client Number,Attrition Flag,Customer Age,Gender,Dependent Count,Education Level,Marital Status,Income Category,Card Category,Months on Book,Total Relationship Count,Months Inactive (Last 12 Months),Contacts Count (Last 12 Months),Credit Limit,Total Revolving Balance,Average Open to Buy,Total Amount Change (Q4 vs Q1),Total Transaction Amount,Total Transaction Count,Total Transaction Count Change (Q4 vs Q1),Average Utilization Ratio,Age Group,Tenure Years,Avg Transaction Value,Utilization Tier
826706208,Existing Customer,55,Male,3,Graduate,Single,$80K - $120K,Blue,51,6,2,3,17198.0,0,17198.0,0.803,4042,62,0.722,0.0,Middle-Aged,4.25,65.19,Low
721218408,Existing Customer,53,Male,4,High School,Married,$120K +,Blue,41,6,3,4,3401.0,1713,1688.0,0.773,1924,54,0.317,0.504,Middle-Aged,3.42,35.63,Moderate
779484408,Existing Customer,37,Male,1,Unknown,Married,$60K - $80K,Blue,19,6,1,2,18951.0,1243,17708.0,1.148,2874,58,0.657,0.066,Adult,1.58,49.55,Low
710416533,Existing Customer,58,Female,3,Unknown,Single,$40K - $60K,Blue,52,4,1,1,1454.0,888,566.0,1.19,3060,56,0.647,0.611,Middle-Aged,4.33,54.64,Moderate
719706483,Existing Customer,33,Male,3,High School,Married,$120K +,Blue,20,6,3,2,27499.0,1188,26311.0,0.544,2202,46,0.394,0.043,Adult,1.67,47.87,Low
712206858,Existing Customer,39,Male,3,Graduate,Married,$120K +,Blue,36,3,3,2,32964.0,2231,30733.0,1.731,3094,45,1.647,0.068,Adult,3.0,68.76,Low
709886583,Existing Customer,37,Female,2,High School,Single,Less than $40K,Blue,28,5,2,1,7411.0,633,6778.0,0.762,2761,77,0.604,0.085,Adult,2.33,35.86,Low
711040758,Existing Customer,32,Male,0,Uneducated,Single,$40K - $60K,Blue,36,4,3,3,7200.0,0,7200.0,0.894,3006,83,0.93,0.0,Adult,3.0,36.22,Low
817197333,Existing Customer,26,Female,1,Uneducated,Single,Unknown,Blue,13,6,2,3,12007.0,956,11051.0,0.832,2678,50,0.471,0.08,Young Adult,1.08,53.56,Low
718929708,Existing Customer,60,Female,0,Graduate,Married,Less than $40K,Blue,50,4,2,2,3147.0,1602,1545.0,0.569,1558,23,0.643,0.509,Middle-Aged,4.17,67.74,Moderate
721150833,Existing Customer,37,Male,1,Graduate,Single,$80K - $120K,Blue,18,6,2,5,5110.0,1942,3168.0,0.749,3028,76,0.583,0.38,Adult,1.5,39.84,Moderate
714514983,Existing Customer,43,Female,5,Graduate,Married,Less than $40K,Blue,35,3,6,4,5438.0,2214,3224.0,0.668,5029,75,0.562,0.407,Adult,2.92,67.05,Moderate
779888658,Existing Customer,56,Male,1,Uneducated,Married,$80K - $120K,Blue,40,6,1,1,17450.0,2193,15257.0,0.419,1426,38,0.462,0.126,Middle-Aged,3.33,37.53,Low
715883358,Existing Customer,52,Male,3,College,Married,$80K - $120K,Blue,39,3,3,2,18352.0,1509,16843.0,0.898,1454,29,1.071,0.082,Middle-Aged,3.25,50.14,Low
713363583,Existing Customer,34,Male,2,Uneducated,Single,$120K +,Blue,17,3,1,2,5030.0,2326,2704.0,0.856,3345,69,1.3,0.462,Adult,1.42,48.48,Moderate
772935108,Existing Customer,47,Male,1,Unknown,Divorced,$80K - $120K,Silver,38,3,2,3,34516.0,802,33714.0,0.899,1823,27,0.8,0.023,Middle-Aged,3.17,67.52,Low
820075983,Existing Customer,26,Male,0,Graduate,Single,Less than $40K,Blue,21,4,3,2,1585.0,1535,50.0,0.462,2299,49,0.485,0.968,Young Adult,1.75,46.92,High
721502958,Existing Customer,54,Male,1,High School,Married,$120K +,Blue,42,5,3,3,3251.0,1919,1332.0,0.56,1406,31,0.24,0.59,Middle-Aged,3.5,45.35,Moderate
708596283,Existing Customer,35,Female,3,Uneducated,Single,Less than $40K,Blue,23,3,2,2,2858.0,1251,1607.0,0.576,2844,73,0.622,0.438,Adult,1.92,38.96,Moderate
710325258,Existing Customer,52,Male,1,Unknown,Married,$80K - $120K,Silver,36,6,1,0,34516.0,1847,32669.0,0.527,3284,65,0.477,0.054,Middle-Aged,3.0,50.52,Low
708823908,Existing Customer,41,Male,3,Graduate,Single,$60K - $80K,Blue,28,4,1,3,16443.0,1363,15080.0,0.688,4252,64,0.684,0.083,Adult,2.33,66.44,Low
826401858,Existing Customer,36,Female,0,Uneducated,Divorced,Less than $40K,Blue,32,3,2,3,3687.0,1655,2032.0,0.742,2448,63,0.5,0.449,Adult,2.67,38.86,Moderate
709554483,Existing Customer,53,Female,1,Graduate,Married,Less than $40K,Blue,36,5,1,3,4840.0,2517,2323.0,0.445,1637,22,1.0,0.52,Middle-Aged,3.0,74.41,Moderate
710545158,Existing Customer,42,Male,3,Unknown,Single,$120K +,Blue,36,6,3,2,15108.0,0,15108.0,1.015,3738,68,0.744,0.0,Adult,3.0,54.97,Low
788621658,Existing Customer,54,Male,1,College,Married,$60K - $80K,Blue,37,6,3,2,1909.0,1753,156.0,0.788,1457,24,0.6,0.918,Middle-Aged,3.08,60.71,High
716713533,Existing Customer,53,Male,3,Post-Graduate,Single,$80K - $120K,Blue,44,5,2,2,19063.0,1236,17827.0,0.542,3393,58,0.871,0.065,Middle-Aged,3.67,58.5,Low
712338033,Existing Customer,36,Male,2,High School,Married,$80K - $120K,Blue,26,4,2,4,15982.0,1691,14291.0,0.808,1687,40,0.739,0.106,Adult,2.17,42.18,Low
711639708,Existing Customer,42,Male,3,Graduate,Single,$60K - $80K,Blue,32,6,2,2,1438.3,0,1438.3,0.66,1794,45,0.875,0.0,Adult,2.67,39.87,Low
720216108,Existing Customer,27,Female,2,College,Divorced,Less than $40K,Blue,14,4,3,3,2549.0,2130,419.0,0.693,2605,61,0.794,0.836,Young Adult,1.17,42.7,High
718708908,Existing Customer,58,Male,4,Graduate,Married,$60K - $80K,Blue,36,6,2,4,5967.0,2350,3617.0,0.543,1426,29,0.812,0.394,Middle-Aged,3.0,49.17,Moderate
802890333,Existing Customer,59,Male,1,Uneducated,Married,$40K - $60K,Blue,53,5,1,3,2182.0,1558,624.0,0.457,1660,34,0.789,0.714,Middle-Aged,4.42,48.82,High
712965183,Existing Customer,63,Female,2,Graduate,Married,Less than $40K,Blue,52,5,2,3,2689.0,2101,588.0,0.416,1188,35,0.75,0.781,Senior,4.33,33.94,High
796170933,Existing Customer,57,Male,2,Uneducated,Single,$80K - $120K,Blue,51,6,2,4,30622.0,0,30622.0,1.329,3600,66,0.784,0.0,Middle-Aged,4.25,54.55,Low
712816833,Existing Customer,56,Female,0,High School,Married,Unknown,Blue,48,4,1,2,4203.0,1965,2238.0,0.441,1425,32,0.778,0.468,Middle-Aged,4.0,44.53,Moderate
814829583,Existing Customer,42,Female,3,Unknown,Single,Less than $40K,Blue,37,6,1,3,6453.0,0,6453.0,0.76,4822,74,0.609,0.0,Adult,3.08,65.16,Low
798769458,Existing Customer,29,Female,1,High School,Single,Less than $40K,Blue,23,3,1,2,3318.0,927,2391.0,0.934,3011,83,0.804,0.279,Young Adult,1.92,36.28,Low
818034558,Existing Customer,44,Male,2,Unknown,Unknown,$60K - $80K,Blue,39,5,3,3,22075.0,1506,20569.0,0.794,2337,40,0.818,0.068,Adult,3.25,58.42,Low
719483358,Existing Customer,33,Male,1,College,Married,$40K - $60K,Blue,14,3,2,2,6746.0,1750,4996.0,0.962,2962,54,0.862,0.259,Adult,1.17,54.85,Low
719647383,Existing Customer,35,Male,2,Graduate,Married,$80K - $120K,Blue,36,5,2,2,4408.0,1463,2945.0,0.728,2001,49,0.485,0.332,Adult,3.0,40.84,Moderate
714909108,Existing Customer,33,Female,3,Graduate,Single,Less than $40K,Blue,36,5,3,3,4838.0,1338,3500.0,0.707,2641,67,0.595,0.277,Adult,3.0,39.42,Low
793678608,Existing Customer,46,Male,4,Graduate,Single,$80K - $120K,Silver,40,5,1,4,34516.0,0,34516.0,0.938,3568,57,0.676,0.0,Middle-Aged,3.33,62.6,Low
720854358,Existing Customer,27,Male,0,Unknown,Married,$40K - $60K,Blue,14,4,1,4,3823.0,2130,1693.0,0.371,2026,49,0.441,0.557,Young Adult,1.17,41.35,Moderate
709126833,Existing Customer,42,Male,3,College,Unknown,$120K +,Blue,36,3,2,1,21670.0,2183,19487.0,0.995,4121,81,0.761,0.101,Adult,3.0,50.88,Low
788896983,Existing Customer,53,Male,2,Graduate,Married,$60K - $80K,Blue,38,6,3,2,7928.0,1228,6700.0,0.632,1537,37,0.682,0.155,Middle-Aged,3.17,41.54,Low
715731033,Existing Customer,50,Male,3,Graduate,Single,$120K +,Blue,42,3,1,3,33996.0,949,33047.0,0.846,3569,77,0.571,0.028,Middle-Aged,3.5,46.35,Low
717636933,Existing Customer,48,Female,5,College,Divorced,$40K - $60K,Blue,40,3,1,1,4365.0,0,4365.0,0.598,3542,57,1.111,0.0,Middle-Aged,3.33,62.14,Low
772658658,Existing Customer,57,Male,2,High School,Single,$60K - $80K,Blue,47,6,3,4,2248.0,0,2248.0,0.735,4439,77,0.54,0.0,Middle-Aged,3.92,57.65,Low
755943033,Existing Customer,34,Female,2,Graduate,Single,Less than $40K,Blue,27,4,1,1,1901.0,1176,725.0,0.612,2450,52,0.857,0.619,Adult,2.25,47.12,Moderate
772399983,Existing Customer,55,Male,2,College,Single,$80K - $120K,Silver,45,3,1,4,34516.0,1433,33083.0,0.728,1966,31,0.55,0.042,Middle-Aged,3.75,63.42,Low
826130133,Existing Customer,58,Male,2,Graduate,Married,$120K +,Blue,54,6,2,4,31680.0,1812,29868.0,0.483,1121,25,0.562,0.057,Middle-Aged,4.5,44.84,Low
719238183,Existing Customer,55,Female,3,Graduate,Married,Less than $40K,Blue,35,3,2,3,1872.0,1167,705.0,0.517,2238,45,0.607,0.623,Middle-Aged,2.92,49.73,Moderate
802666083,Existing Customer,48,Female,2,Uneducated,Unknown,Less than $40K,Blue,42,3,2,2,2055.0,0,2055.0,1.064,3656,63,0.75,0.0,Middle-Aged,3.5,58.03,Low
713682708,Existing Customer,45,Male,2,College,Divorced,$40K - $60K,Blue,37,5,1,2,10991.0,1328,9663.0,1.027,3692,60,0.714,0.121,Adult,3.08,61.53,Low
712774008,Existing Customer,59,Male,0,Uneducated,Married,Less than $40K,Blue,46,6,1,2,3939.0,2517,1422.0,0.376,1489,34,0.545,0.639,Middle-Aged,3.83,43.79,Moderate
717627333,Existing Customer,53,Female,2,Post-Graduate,Married,$40K - $60K,Blue,40,5,1,4,2127.0,1995,132.0,0.374,1363,37,0.37,0.938,Middle-Aged,3.33,36.84,High
779542608,Existing Customer,47,Male,4,Uneducated,Single,$80K - $120K,Blue,32,3,3,2,34010.0,1340,32670.0,0.744,1739,39,0.5,0.039,Middle-Aged,2.67,44.59,Low
715322958,Existing Customer,43,Female,3,Unknown,Married,Unknown,Blue,36,4,2,1,6971.0,1506,5465.0,0.57,3575,67,0.675,0.216,Adult,3.0,53.36,Low
779100408,Existing Customer,33,Female,1,Post-Graduate,Married,Less than $40K,Blue,15,6,2,0,1741.0,1328,413.0,0.69,2629,61,0.649,0.763,Adult,1.25,43.1,High
715352883,Existing Customer,49,Female,2,Post-Graduate,Single,Unknown,Blue,36,3,3,2,24904.0,0,24904.0,0.636,5176,71,0.479,0.0,Middle-Aged,3.0,72.9,Low
789963033,Attrited Customer,54,Female,1,Graduate,Single,Less than $40K,Blue,45,3,5,5,1438.3,0,1438.3,0.647,1603,39,0.444,0.0,Middle-Aged,3.75,41.1,Low
710687508,Existing Customer,65,Male,0,High School,Married,Less than $40K,Blue,56,6,3,1,2621.0,1858,763.0,0.987,2148,47,1.043,0.709,Senior,4.67,45.7,High
789656358,Existing Customer,49,Female,5,Graduate,Married,$40K - $60K,Blue,35,5,2,1,11115.0,1292,9823.0,0.797,3956,74,0.609,0.116,Middle-Aged,2.92,53.46,Low
715720083,Existing Customer,47,Male,5,Unknown,Single,$80K - $120K,Blue,39,6,2,3,13241.0,0,13241.0,1.002,3157,76,0.551,0.0,Middle-Aged,3.25,41.54,Low
716584158,Existing Customer,51,Male,4,High School,Married,$80K - $120K,Blue,42,6,1,2,14438.0,2517,11921.0,0.853,2090,47,0.88,0.174,Middle-Aged,3.5,44.47,Low
815727183,Existing Customer,36,Male,3,High School,Single,$80K - $120K,Blue,31,6,1,1,5228.0,1443,3785.0,0.934,2683,62,0.938,0.276,Adult,2.58,43.27,Low
717066408,Existing Customer,36,Male,2,Graduate,Married,$60K - $80K,Blue,36,3,1,4,5550.0,1518,4032.0,1.182,2540,62,0.771,0.274,Adult,3.0,40.97,Low
708104658,Existing Customer,46,Male,1,Graduate,Unknown,$40K - $60K,Blue,36,4,3,2,1438.3,890,548.3,1.143,2928,48,1.4,0.619,Middle-Aged,3.0,61.0,Moderate
718016808,Existing Customer,62,Female,0,Unknown,Married,Less than $40K,Blue,55,3,1,0,2064.0,1282,782.0,0.455,1475,27,0.929,0.621,Senior,4.58,54.63,Moderate
814571058,Existing Customer,30,Female,1,College,Single,Less than $40K,Blue,24,4,3,0,3450.0,2517,933.0,0.652,2545,64,0.778,0.73,Young Adult,2.0,39.77,High
714757908,Existing Customer,46,Male,4,Graduate,Married,$120K +,Silver,36,4,1,3,34516.0,1380,33136.0,0.66,2163,56,0.4,0.04,Middle-Aged,3.0,38.62,Low
710345808,Existing Customer,41,Male,4,Uneducated,Divorced,$80K - $120K,Blue,36,6,2,2,30030.0,2028,28002.0,0.601,1828,38,1.111,0.068,Adult,3.0,48.11,Low
814752558,Existing Customer,50,Male,1,Uneducated,Married,$40K - $60K,Blue,45,5,3,3,2151.0,1163,988.0,0.849,2513,62,0.59,0.541,Middle-Aged,3.75,40.53,Moderate
721284258,Existing Customer,53,Male,2,Unknown,Married,$80K - $120K,Blue,44,4,1,3,7181.0,2517,4664.0,0.545,1636,39,0.56,0.351,Middle-Aged,3.67,41.95,Moderate
719336583,Existing Customer,55,Male,2,Uneducated,Married,$120K +,Blue,44,3,3,3,27745.0,1300,26445.0,0.482,1525,21,0.5,0.047,Middle-Aged,3.67,72.62,Low
797638383,Existing Customer,49,Female,4,High School,Married,Less than $40K,Blue,43,4,3,2,4852.0,2016,2836.0,0.576,3561,73,0.622,0.415,Middle-Aged,3.58,48.78,Moderate
708434733,Existing Customer,56,Male,1,Graduate,Married,$60K - $80K,Blue,50,6,3,3,6735.0,2289,4446.0,0.661,1249,28,0.75,0.34,Middle-Aged,4.17,44.61,Moderate
711802758,Existing Customer,63,Male,1,Graduate,Married,$40K - $60K,Blue,53,4,1,2,6128.0,1895,4233.0,0.583,1700,42,0.355,0.309,Senior,4.42,40.48,Moderate
720620058,Existing Customer,41,Male,4,High School,Unknown,$80K - $120K,Blue,36,4,3,2,23124.0,1746,21378.0,0.807,1959,50,0.724,0.076,Adult,3.0,39.18,Low
819169683,Existing Customer,34,Male,2,Unknown,Married,$40K - $60K,Blue,29,3,2,2,3436.0,1650,1786.0,0.788,1972,37,0.947,0.48,Adult,2.42,53.3,Moderate
709757583,Existing Customer,35,Male,0,Unknown,Married,$120K +,Blue,36,5,2,1,3176.0,1510,1666.0,0.885,2074,48,0.92,0.475,Adult,3.0,43.21,Moderate
789307833,Existing Customer,44,Male,4,College,Unknown,$120K +,Blue,34,5,3,3,8874.0,1590,7284.0,0.698,1849,56,0.647,0.179,Adult,2.83,33.02,Low
823912308,Existing Customer,38,Female,3,Graduate,Married,Less than $40K,Blue,34,5,1,0,3402.0,1813,1589.0,0.653,1767,28,0.647,0.533,Adult,2.83,63.11,Moderate
720746208,Existing Customer,52,Male,1,Graduate,Married,$80K - $120K,Blue,43,6,1,1,2689.0,2077,612.0,0.378,1356,33,0.435,0.772,Middle-Aged,3.58,41.09,High
709121283,Existing Customer,54,Male,3,Uneducated,Married,Less than $40K,Blue,36,3,3,2,1556.0,1278,278.0,0.46,1615,35,0.591,0.821,Middle-Aged,3.0,46.14,High
714093108,Existing Customer,58,Female,2,High School,Single,$40K - $60K,Blue,36,3,3,3,7372.0,1210,6162.0,0.946,1707,56,0.514,0.164,Middle-Aged,3.0,30.48,Low
718368333,Existing Customer,26,Male,0,College,Unknown,Less than $40K,Blue,13,6,1,2,5713.0,789,4924.0,0.678,3323,61,0.525,0.138,Young Adult,1.08,54.48,Low
806752533,Existing Customer,27,Female,1,Post-Graduate,Single,Less than $40K,Blue,22,4,1,3,2965.0,1635,1330.0,0.7,2553,59,0.553,0.551,Young Adult,1.83,43.27,Moderate
758521983,Existing Customer,33,Male,1,Unknown,Married,$80K - $120K,Blue,26,3,2,2,9819.0,1200,8619.0,0.602,2198,40,0.538,0.122,Adult,2.17,54.95,Low
779473308,Existing Customer,32,Male,0,Uneducated,Single,$60K - $80K,Blue,14,4,3,3,8186.0,0,8186.0,0.737,2411,67,0.426,0.0,Adult,1.17,35.99,Low
709376508,Existing Customer,58,Female,1,College,Married,Less than $40K,Blue,49,3,3,2,3846.0,1285,2561.0,0.608,1815,47,0.621,0.334,Middle-Aged,4.08,38.62,Moderate
712589658,Existing Customer,45,Female,4,Uneducated,Unknown,Less than $40K,Silver,30,5,2,2,13131.0,1965,11166.0,0.695,1795,37,0.48,0.15,Adult,2.5,48.51,Low
712141683,Existing Customer,48,Female,3,High School,Single,Less than $40K,Blue,28,4,2,1,2944.0,753,2191.0,0.707,3457,61,0.848,0.256,Middle-Aged,2.33,56.67,Low
712494108,Existing Customer,38,Male,2,Post-Graduate,Single,$60K - $80K,Silver,36,3,3,4,34516.0,1954,32562.0,0.436,1872,52,0.486,0.057,Adult,3.0,36.0,Low
721350783,Existing Customer,54,Male,2,High School,Married,$80K - $120K,Blue,38,6,3,4,5660.0,2006,3654.0,0.779,1569,39,0.773,0.354,Middle-Aged,3.17,40.23,Moderate
710133858,Existing Customer,40,Female,1,Graduate,Unknown,Less than $40K,Blue,30,5,1,1,7554.0,1848,5706.0,0.767,4150,64,0.524,0.245,Adult,2.5,64.84,Low
719152383,Existing Customer,35,Female,4,Uneducated,Married,Less than $40K,Blue,26,5,1,4,2494.0,1316,1178.0,1.486,2946,57,1.036,0.528,Adult,2.17,51.68,Moderate
715174158,Existing Customer,31,Male,1,College,Married,$80K - $120K,Blue,36,4,1,0,25215.0,1445,23770.0,1.033,2588,48,1.0,0.057,Adult,3.0,53.92,Low
780040758,Existing Customer,40,Female,4,College,Married,$40K - $60K,Blue,24,5,3,2,2606.0,1818,788.0,0.703,1999,50,1.174,0.698,Adult,2.0,39.98,Moderate
719525358,Existing Customer,52,Male,0,Graduate,Single,$80K - $120K,Blue,43,4,3,3,8133.0,1942,6191.0,0.572,3310,76,0.583,0.239,Middle-Aged,3.58,43.55,Low
710892408,Existing Customer,57,Female,1,High School,Married,Less than $40K,Blue,36,6,2,2,3101.0,1257,1844.0,0.416,1681,32,0.524,0.405,Middle-Aged,3.0,52.53,Moderate
713295183,Existing Customer,48,Male,2,Graduate,Divorced,$80K - $120K,Blue,29,6,2,3,24446.0,1854,22592.0,0.782,3897,75,0.786,0.076,Middle-Aged,2.42,51.96,Low
789871233,Existing Customer,49,Male,3,High School,Married,$80K - $120K,Blue,39,5,3,2,2361.0,1342,1019.0,0.6,4316,78,0.529,0.568,Middle-Aged,3.25,55.33,Moderate
712663533,Existing Customer,40,Male,4,High School,Single,$40K - $60K,Blue,32,6,4,2,2441.0,1656,785.0,0.762,3903,62,0.824,0.678,Adult,2.67,62.95,Moderate
820906233,Existing Customer,45,Male,2,Graduate,Married,$40K - $60K,Blue,41,5,2,2,8532.0,2165,6367.0,0.707,3242,63,0.75,0.254,Adult,3.42,51.46,Low
821163408,Existing Customer,41,Male,3,Unknown,Married,$80K - $120K,Blue,37,5,3,3,16954.0,1588,15366.0,0.878,3411,60,0.875,0.094,Adult,3.08,56.85,Low
708947208,Existing Customer,36,Male,2,Graduate,Single,$80K - $120K,Blue,17,4,3,1,2900.0,2029,871.0,0.846,2631,72,0.6,0.7,Adult,1.42,36.54,Moderate
715261458,Existing Customer,37,Female,1,Graduate,Single,Less than $40K,Blue,36,6,2,4,6827.0,0,6827.0,0.754,2621,49,0.815,0.0,Adult,3.0,53.49,Low
789310833,Existing Customer,44,Female,3,College,Divorced,$40K - $60K,Blue,34,5,2,5,4513.0,1950,2563.0,0.83,3164,62,0.59,0.432,Adult,2.83,51.03,Moderate
818294958,Existing Customer,52,Male,2,College,Married,$120K +,Blue,47,3,3,2,27347.0,719,26628.0,0.695,4040,77,0.674,0.026,Middle-Aged,3.92,52.47,Low
713902983,Existing Customer,42,Female,3,High School,Married,Less than $40K,Blue,36,4,3,1,1676.0,1372,304.0,0.522,4381,77,0.571,0.819,Adult,3.0,56.9,High
771693933,Existing Customer,62,Female,1,Graduate,Married,Less than $40K,Blue,50,6,6,4,2802.0,1977,825.0,0.431,1757,33,0.833,0.706,Senior,4.17,53.24,High
827984658,Attrited Customer,49,Male,3,Post-Graduate,Married,$80K - $120K,Blue,45,3,0,4,23870.0,0,23870.0,0.604,1885,39,0.345,0.0,Middle-Aged,3.75,48.33,Low
789012633,Existing Customer,30,Female,0,Graduate,Single,Less than $40K,Blue,17,3,2,1,4868.0,1090,3778.0,0.679,2907,69,0.816,0.224,Young Adult,1.42,42.13,Low
807237783,Existing Customer,50,Male,3,Uneducated,Single,$60K - $80K,Blue,45,5,3,5,20437.0,1020,19417.0,0.563,4166,66,0.737,0.05,Middle-Aged,3.75,63.12,Low
803408733,Existing Customer,32,Male,2,High School,Divorced,$60K - $80K,Blue,26,6,1,4,2239.0,1338,901.0,0.567,2466,60,0.579,0.598,Adult,2.17,41.1,Moderate
824667708,Existing Customer,32,Female,1,Graduate,Single,Less than $40K,Blue,28,6,3,3,2428.0,1027,1401.0,0.824,3007,84,0.867,0.423,Adult,2.33,35.8,Moderate
807165033,Existing Customer,49,Male,3,Post-Graduate,Single,$60K - $80K,Blue,44,3,1,5,15027.0,0,15027.0,0.811,3533,59,0.788,0.0,Middle-Aged,3.67,59.88,Low
809984133,Existing Customer,37,Male,2,Doctorate,Single,$120K +,Blue,32,3,3,5,32056.0,1887,30169.0,0.831,2730,68,0.7,0.059,Adult,2.67,40.15,Low
718949433,Existing Customer,42,Female,3,College,Single,Unknown,Silver,31,3,2,2,34516.0,919,33597.0,0.919,3415,79,0.756,0.027,Adult,2.58,43.23,Low
751227183,Existing Customer,36,Male,2,Unknown,Single,$80K - $120K,Blue,29,3,3,5,5346.0,1539,3807.0,0.777,2283,51,0.889,0.288,Adult,2.42,44.76,Low
716331408,Attrited Customer,52,Female,4,Unknown,Married,Less than $40K,Blue,36,1,4,5,2143.0,0,2143.0,0.853,1353,36,0.333,0.0,Middle-Aged,3.0,37.58,Low
714199983,Existing Customer,48,Male,3,Uneducated,Single,$60K - $80K,Gold,40,5,2,5,34516.0,2317,32199.0,0.699,3927,68,0.7,0.067,Middle-Aged,3.33,57.75,Low
774172158,Existing Customer,29,Male,1,Unknown,Single,$60K - $80K,Blue,19,3,1,2,23507.0,1990,21517.0,0.631,2650,65,0.912,0.085,Young Adult,1.58,40.77,Low
708171858,Existing Customer,33,Female,3,Post-Graduate,Married,$40K - $60K,Blue,28,5,2,3,1864.0,1081,783.0,1.416,2607,44,1.75,0.58,Adult,2.33,59.25,Moderate
709074108,Existing Customer,36,Male,2,College,Single,$60K - $80K,Blue,24,5,2,5,23032.0,840,22192.0,0.739,2787,73,0.698,0.036,Adult,2.0,38.18,Low
721304133,Existing Customer,36,Female,4,High School,Married,Less than $40K,Blue,36,4,1,3,4277.0,1578,2699.0,0.84,1855,49,1.042,0.369,Adult,3.0,37.86,Moderate
787430733,Existing Customer,56,Female,2,High School,Married,$40K - $60K,Blue,41,5,3,2,2771.0,1446,1325.0,0.686,1706,27,0.227,0.522,Middle-Aged,3.42,63.19,Moderate
711225933,Existing Customer,28,Male,1,High School,Divorced,Less than $40K,Blue,36,5,3,4,2265.0,1935,330.0,0.653,2306,61,0.525,0.854,Young Adult,3.0,37.8,High
717478983,Existing Customer,31,Female,2,Uneducated,Divorced,Less than $40K,Blue,19,6,2,0,2853.0,1961,892.0,0.866,2697,68,0.789,0.687,Adult,1.58,39.66,Moderate
720949083,Existing Customer,44,Female,3,Uneducated,Single,Less than $40K,Blue,33,5,3,5,3075.0,2517,558.0,0.922,3534,53,0.71,0.819,Adult,2.75,66.68,High
712851108,Existing Customer,51,Female,3,High School,Married,Unknown,Blue,31,5,1,5,15340.0,2331,13009.0,0.565,2965,51,0.594,0.152,Middle-Aged,2.58,58.14,Low
713151258,Existing Customer,55,Male,3,Graduate,Single,$40K - $60K,Blue,35,4,1,4,3065.0,0,3065.0,0.716,3524,69,0.605,0.0,Middle-Aged,2.92,51.07,Low
799731033,Existing Customer,34,Female,2,Doctorate,Single,Less than $40K,Blue,28,3,3,2,1438.3,0,1438.3,0.892,3044,91,0.896,0.0,Adult,2.33,33.45,Low
822138333,Existing Customer,61,Female,0,Graduate,Single,$40K - $60K,Blue,56,4,3,5,7118.0,813,6305.0,0.475,3964,66,0.65,0.114,Senior,4.67,60.06,Low
708532308,Existing Customer,37,Male,2,Uneducated,Single,$60K - $80K,Blue,36,4,2,2,11419.0,2517,8902.0,1.211,3000,70,1.059,0.22,Adult,3.0,42.86,Low
713718558,Existing Customer,46,Male,3,Graduate,Married,$40K - $60K,Blue,37,6,2,5,2403.0,0,2403.0,0.727,3393,64,0.882,0.0,Middle-Aged,3.08,53.02,Low
778939683,Existing Customer,47,Female,3,Uneducated,Married,Less than $40K,Blue,32,4,3,2,2821.0,951,1870.0,0.577,1452,38,1.923,0.337,Middle-Aged,2.67,38.21,Moderate
713322633,Existing Customer,54,Male,1,Graduate,Married,$40K - $60K,Blue,43,4,3,3,2706.0,2517,189.0,0.506,1682,39,0.625,0.93,Middle-Aged,3.58,43.13,High
754671558,Existing Customer,50,Female,3,Unknown,Single,Less than $40K,Blue,43,6,1,4,2999.0,1958,1041.0,0.611,2073,48,0.714,0.653,Middle-Aged,3.58,43.19,Moderate
719291283,Existing Customer,36,Female,4,High School,Single,Less than $40K,Blue,28,5,1,2,2226.0,1607,619.0,0.656,2660,62,1.0,0.722,Adult,2.33,42.9,High
720659283,Existing Customer,37,Male,5,Graduate,Married,$60K - $80K,Blue,31,5,3,4,3351.0,1847,1504.0,0.67,1910,43,0.593,0.551,Adult,2.58,44.42,Moderate
719535558,Existing Customer,47,Male,4,College,Divorced,$40K - $60K,Blue,36,5,1,1,5570.0,1858,3712.0,0.783,4129,72,0.636,0.334,Middle-Aged,3.0,57.35,Moderate
771032658,Existing Customer,54,Male,3,Unknown,Married,$80K - $120K,Blue,41,3,3,2,10448.0,1569,8879.0,0.482,1604,39,0.444,0.15,Middle-Aged,3.42,41.13,Low
709468683,Existing Customer,64,Female,0,High School,Married,Less than $40K,Blue,56,6,2,2,2174.0,1397,777.0,0.62,1755,39,0.5,0.643,Senior,4.67,45.0,Moderate
719455908,Existing Customer,48,Male,3,Graduate,Married,$80K - $120K,Blue,38,3,3,3,31501.0,0,31501.0,0.698,3742,75,0.786,0.0,Middle-Aged,3.17,49.89,Low
